brand,Marque,Year,model,modèle,terrain,terrain_fr,cushioning,cushioning_fr,Category,Catégorie,Foot strike,type de foulée,drop_mm,drop_mm,stack_mm,stack_mm_fr,Stack forefoot_mm,Stack avant-pied -mm,weight,poids,Heel rigidity (1–5),Rigidité talon (1–5),Torsional rigidity (1–5),Rigidité torsionnelle (1–5),Wide forefoot_mm,Largeur avant-pied_mm,Midfoot width_mm,Largeur médio-pied_mm,Heel width_mm,Largeur talon_mm,Internal heel high_mm,Hauteur talon interne_mm,Foam type,Type de mousse,Energy return (1–5),Retour d’énergie (1–5),Rocker type,Type de rocker,Longitudinal flexibility (N),Flexibilité longitudinale (N),Torsional flexibility (N),Flexibilité torsionnelle (N),Fit width (subjective),Largeur chaussant (subjectif),stability,stabilité,notes,notes_fr,Price,prix,link 1,link 2,link 3,image_url
Nike,Nike,2022,Air Zoom Pegasus 39,Air Zoom Pegasus 39,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",8,10,"30,3",33,"22,3",23,264,261,3,3,2,2,,,,,,,"30,3",33,React foam,Mousse ReacT,3,3,No rocker,Pas de rocker,"20,1","20,1",,,Medium,Moyen,Neutral,Neutre,"Versatile daily trainer with React foam and Air Zoom unit, reliable for various workouts","Chaussure quotidienne polyvalente avec mousse React et unité Air Zoom, fiable pour divers entraînements",,,https://amzn.to/48w8Yyo,,,https://m.media-amazon.com/images/I/61rynL7LvZL._AC_SY575_.jpg
Nike,Nike,2022,Alphafly 2,Alphafly 2,"Road,Competition","Route,Compétition",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"4,7",8,"38,6",40,"33,9",32,240,243,1,1,4,4,"71,4","71,4",,,,,"38,6",40,ZoomX foam,ZoomX foam,5,5,"Yes, aggressive rocker","Oui, rocker agressif","69,7","69,7",,,Narrow to Medium,Étroit à Moyen,Neutral with carbon plate,Neutre avec plaque carbone,"Extremely fast and propulsive, breathable Atomknit upper, very stiff, wide racing platform, great for race days but expensiv","Très rapide, part supérieure « Atomknit » aérée, plateforme plus large (plus stable), très rigide, idéale pour les compétitions mais coûteuse",,,https://www.shinzo.paris/fr/chaussures-running/34467-nike-alphafly-2-dn3555-100.html,,,https://cdn.sneakers123.com/release/14038261/nike-alphafly-2-dn3559-600.jpg
Saucony,Saucony,2024,Endorphin Speed 4,Endorphin Speed 4,"Road, Tempo","Route, Tempo",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,7",8,"36,2",38,"27,5",30,237,235,3,3,3,3,69.9,69.9,"96,9","96,9",,,"36,2",38,PWRRUN PB (Pebax-based),PWRRUN PB (Pebax-based),"4,5","4,5","Yes,Slight toe-spring, nylon plate","Oui, Pas de mousse (plaque en nylon)","13,5","13,5",,,Medium,Moyen,Neutral with nylon plate stability,Neutre avec stabilité plaque nylon,nylon Versatile performance trainer with nylon plate and PWRRUN PB foam. Excellent for tempo runs and race day with energetic cushioning and propulsive ride. Improved fit and comfort from previous version.,Chaussure de performance polyvalente avec plaque nylon et mousse PWRRUN PB. Excellente pour séances de tempo et compétition avec amorti énergique et ride propulsif. Ajustement et confort améliorés par rapport à la version précédente.,,,https://amzn.to/4octp8k,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2941569-chaussures_running_saucony_endorphin_speed_4_noir_homme?suggestion=1&search_term=Endorphin%20Speed%204,https://m.media-amazon.com/images/I/712pUwInvoL._AC_SX575_.jpg
Saucony,Saucony,2024,Guide 17,Guide 17,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Mid/forefoot,Médio/avant-pied,7,6,"34,9",35,"27,9",29,275,269,4,4,3,3,"73,7","73,7","97,8","97,8",,,"34,9",35,PWRRUN (EVA‑based),PWRRUN (EVA‑based),3,3,No rocker,Pas de rocker,10,10,,,Medium,Moyen,natural stability,Neutre Stabilité,Reliable stability trainer with PWRRUN foam and medial support. Comfortable for daily runs and overpronation control with smooth transitions.,Chaussure de stabilité fiable avec mousse PWRRUN et support médial. Confortable pour sorties quotidiennes et contrôle de la surpronation avec transitions fluides.,,,https://amzn.to/4o9nfpl,,,https://m.media-amazon.com/images/I/717oU-Yg5kL._AC_SY575_.jpg
Saucony,Saucony,2024,Kinvara 15,Kinvara 15,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"4,4",4,"27,9",30,"23,5",26,194,190,2,2,2,2,"71,2","71,2",96.2,96.2,,,"27,9",30,PWRRUN+ foam,PWRRUN+ foam,3,3,No rocker,Pas de rocker,"9,1","9,1",,,Medium,Moyen,natural stability,Neutre Stabilité,"Lightweight daily trainer with a balanced ride, responsive PWRRUN foam, and a 4mm drop. Versatile for daily miles and tempo runs.","Chaussure quotidienne légère avec une foulée équilibrée, mousse PWRRUN réactive et drop de 4mm. Polyvalente pour sorties quotidiennes et tempo.",,,https://amzn.to/4pw5p15,,,https://m.media-amazon.com/images/I/81mtkE8J+oL._AC_SY575_.jpg
Saucony,Saucony,2024,Peregrine 14,Peregrine 14,"Trail,Light,Moderate","Sentier,Léger,Modéré","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"2,2",4,"27,3",31,"25,1",27,266,267,3,3,3,3,"71,7","71,7","98,4","98,4",,,"27,3",31,TPU-based PWRRUN+ foam,TPU-based PWRRUN+ foam,3,3,No rocker,Pas de rocker,"11,5","11,5",,,Medium,Moyen,Neutral with aggressive outsole,Neutre avec semelle agressive,"Aggressive traction with PWRRUN cushioning, versatile for technical trails","Adhérence agressive avec amorti PWRRUN, polyvalent pour sentiers techniques",,,https://amzn.to/4pqDD5Z,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2698390-chaussures_de_trail_running_saucony_peregrine_14_bleu_noir?suggestion=1&search_term=Peregrine%2014,https://m.media-amazon.com/images/I/51zDmZUuKNL._AC_SY575_.jpg
Saucony,Saucony,2024,Xodus Ultra 3,Xodus Ultra 3,"Trail,Technical","Trail,Technical","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"5,9",6,"35,1",36,"29,2",30,302,288,2,2,4,4,"73,9","73,9","95,9","95,9",,,"35,1",36,PWRRUN PB,PWRRUN PB,4,4,Mild rocker,Rocker léger,"15,9","15,9",,,Medium to wide,Moyen à large,Neutral with inherent stability,Neutre avec stabilité inhérente,"Max cushion trail shoe with PWRRUN PB foam, comfortable for long distances and technical terrain","Chaussure de trail à amorti max avec mousse PWRRUN PB, confortable pour longues distances et terrains techniques",,,https://amzn.to/3JTSYgp,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2984042-chaussures_trail_saucony_xodus_ultra_3_noir_beige_homme?suggestion=1&search_term=Xodus%20Ultra%203,https://m.media-amazon.com/images/I/71-rxQ2vh-L._AC_SX679_.jpg
Saucony,Saucony,2024,Endorphin Rift,Endorphin Rift,"Trail,Technical","Trail,Technical",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,9",6,33,34,"25,1",28,255,258,3,3,3,3,"72,8","72,8","97,9","97,9",,,33,34,PWRRUN PB (Pebax-based),PWRRUN PB (Pebax-based),4,4,"Yes, Speedroll rocker","Oui, rocker Speedroll","26,3","26,3",,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Trail racing shoe with carbon plate and Speedroll rocker, responsive for fast trail running","Chaussure de course trail avec plaque carbone et rocker Speedroll, réactive pour trail rapide",,,https://amzn.to/4prP9Ow,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2896381-chaussures_trail_saucony_endorphin_rift_bleu_homme?suggestion=1&search_term=Endorphin%20Rift,https://m.media-amazon.com/images/I/71n0qb0wC9L._AC_SX575_.jpg
Saucony,Saucony,2023,Triumph 21,Triumph 21,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Heel,Talon,"10,5",10,"39,1",39,"28,6",29,282,283,4,4,4,4,"81,6","81,6",,,,,"39,1",39,PWRRUN+,PWRRUN+,3,3,"Yes, mild rocker","Oui, rocker léger","11,5","11,5",,,Medium,Moyen,Neutral,Neutre,"Plush max-cushion trainer with PWRRUN+ foam, comfortable for long runs and recovery days","Chaussure d’entraînement quotidienne très moelleuse ; amorti souple ; drop de 10,5 mm ; bonne durabilité ; le talon est structuré mais pas rigide",,,https://amzn.to/3XcoRnp,,,https://m.media-amazon.com/images/I/71LQdZPJIjL._AC_SX575_.jpg
Saucony,Saucony,2023,Endorphin Speed 3,Endorphin Speed 3,"Road, Tempo","Route, Tempo","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,4",8,"34,1",36,"26,7",28,225,229,2,2,2,2,,,,,,,"34,1",36,PWRRUN PB (PEBA‑based),PWRRUN PB (PEBA‑based),4,4,"Yes, Speedroll rocker","Oui, rocker Speedroll",,,,,Medium,Moyen,Neutral with nylon plate stability,Neutre avec stabilité plaque nylon,"Versatile performance trainer with nylon plate and PWRRUN PB foam, ideal for tempo runs and racing","Chaussure de performance polyvalente avec plaque nylon et mousse PWRRUN PB, idéale pour tempo et compétition",,,https://amzn.to/49CeOiX,,,https://m.media-amazon.com/images/I/71DheGMcCkL._AC_SX575_.jpg
Saucony,Saucony,2023,Endorphin Shift 3,Endorphin Shift 3,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"6,5",4,"39,6",39,"33,1",35,272,266,3,3,3,3,"110,8","110,8",,,,,"39,6",39,PWRRUN,PWRRUN,3,3,"Yes, Speedroll rocker","Oui, rocker Speedroll","43,9","43,9",,,Medium,Moyen,Neutral with stable base,Neutre avec base stable,"Firm max-cushion daily trainer with Speedroll technology, stable for daily miles and recovery","Chaussure quotidienne à amorti max ferme avec technologie Speedroll, stable pour sorties quotidiennes et récupération",,,https://amzn.to/3KdkVQc,,,https://m.media-amazon.com/images/I/81HZiIPHo7L._AC_SX575_.jpg
Saucony,Saucony,2023,Ride 16,Ride 16,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,9",8,"33,3",35,"25,4",27,264,250,5,5,1,1,"78,3","78,3",,,,,"33,3",35,PWRRUN,PWRRUN,3,3,No rocker,Pas de rocker,"15,6","15,6",,,Narrow,Étroit,Neutral,Neutre,"Versatile daily trainer with PWRRUN foam, reliable for everyday running and various paces","Chaussure quotidienne polyvalente avec mousse PWRRUN, fiable pour running quotidien et différents rythmes",,,https://amzn.to/4oiPoue,,,https://m.media-amazon.com/images/I/81I5ldQvt6L._AC_SX395_SY395_QL70_ML2_.jpg
Saucony,Saucony,2023,Guide 16,Guide 16,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Mid/forefoot,Médio/avant-pied,"7,8",8,"32,6",35,"24,8",27,275,269,5,5,2,2,"73,3","73,3",,,,,"32,6",35,PWRRUN,PWRRUN,3,3,"Yes, mild rocker","Oui, rocker léger","20,5","20,5",,,Medium to wide,Moyen à large,Stability with medial support,Stabilité avec support médial,"Lightweight for a stability shoe, breathable, good lockdown, balanced cushioning, very flexible transitions.","Chaussure de stabilité légère, respirante, bon maintien, amorti équilibré, transitions très flexibles",,,https://amzn.to/44oH1Gf,,,https://m.media-amazon.com/images/I/81ePFJN6qSL._AC_SX575_.jpg
Saucony,Saucony,2022,Endorphin Pro 3,Endorphin Pro 3,"Road,Competition","Route,Compétition",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,3",8,35,"39,5","25,7","31,5",206,204,1,1,4,4,"109,3","109,3",,,,,35,"39,5",PWRRUN foam,PWRRUN foam,5,5,"Yes, aggressive carbon plate rocker","rocker Oui, rocker plaque carbone agressif",,,,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Carbon plate racing shoe with PWRRUN PB foam, maximum energy return for elite racing","Chaussure de course plaque carbone avec mousse PWRRUN PB, retour d'énergie max pour course élite",,,https://amzn.to/3M7aQoB,,,https://m.media-amazon.com/images/I/61HxJcWYbQL._AC_SY575_.jpg
Saucony,Saucony,2022,Triumph 20,Triumph 20,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Heel,Talon,"10,4",10,"35,4",37,25,27,282,275,3,3,2,2,,,,,,,"35,4",37,PWRRUN+,PWRRUN+,3,3,"Yes, mild rocker","Oui, rocker léger",,,,,Narrow,Étroit,Neutral,Neutre,"Softer, lighter than previous versions; very plush and breathable upper; more flexible and bouncy ride, especially for long miles.","Très amortie et légère ; tige respirante et confortable ; conduite rebondissante et souple, idéale pour les longues sorties.",,,https://amzn.to/47ZhQMP,,,https://m.media-amazon.com/images/I/71HUEeuNqyL._AC_SX575_.jpg
Saucony,Saucony,2022,Ride 15,Ride 15,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"6,9",8,"31,4",35,"24,5",27,253,255,4,4,3,3,"114,8","114,8",,,,,"31,4",35,PWRRUN,PWRRUN,3,3,No rocker,Pas de rocker,,,,,Narrow,Étroit,Neutral,Neutre,"Versatile daily trainer with PWRRUN foam, reliable for everyday running and various paces","Chaussure quotidienne polyvalente avec mousse PWRRUN, fiable pour running quotidien et différents rythmes",,,https://amzn.to/47Yh170,,,https://m.media-amazon.com/images/I/71viHyjlK5L._AC_SX575_.jpg
Adidas,Adidas,2024,Supernova Rise,Supernova Rise,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,7",10,"32,5",36,"22,8",26,278,278,5,5,2,2,"76,5","76,5",99,99,,,"32,5",36,PEBA-based Dreamstrike+ foam,PEBA-based Dreamstrike+ foam,4,4,"Yes, mild rocker","Oui, rocker léger","11,2","11,2",,,Medium to wide,Moyen à large,Neutral with stable platform,Neutre avec plateforme stable,"Comfortable daily trainer with dual-layer foam, stable ride for everyday runs","Chaussure quotidienne confortable avec mousse double couche, ride stable pour sorties quotidiennes",,,https://amzn.to/48dU8ex,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2933703-chaussures_running_adidas_supernova_rise_2_noir_homme?suggestion=1&search_term=Supernova%20Rise,https://m.media-amazon.com/images/I/61ZKUjZrr2L._AC_SY575_.jpg
Adidas,Adidas,2024,Adizero SL2,Adizero SL2,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,2",9,"34,9",35,"26,7",26,245,238,2,2,3,3,"71,7","71,7","98,3","98,3",,,"34,9",35,Lightstrike Pro,Lightstrike Pro,4,4,"Yes, mild rocker","Oui, rocker léger","12,7","12,7",,,Medium to wide,Moyen à large,Neutral,Neutre,"lightweight, energetic daily trainer that delivers good bounce and breathability for the price. However, it trades off some durability and stability, so it's best for runners who don’t need a super structured shoe.","chaussure d'entraînement légère et dynamique, offrant un bon rebond et une excellente respirabilité pour son prix. Cependant, elle sacrifice un peu en durabilité et en stabilité, donc elle convient mieux aux coureurs qui n'ont pas besoin d’un maintien très rigide.",,,https://amzn.to/48y5aww,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2933684-chaussures_running_adidas_adizero_sl_2_jaune_noir_homme?suggestion=1&search_term=Adizero%20SL2,https://m.media-amazon.com/images/I/71ljZp4tB4L._AC_SY575_.jpg
Adidas,Adidas,2024,Adizero Takumi Sen 10,Adizero Takumi Sen 10,"Road,Competition,Tempo","Route,Compétition,Tempo",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,8",6,"30,6",33,"22,8",27,200,196,1,1,4,4,"75,2","75,2",,,,,"30,6",33,Lightstrike Pro,Lightstrike Pro,5,5,"Yes, Subtle toe rocker","Oui, Rocker léger à l’avant-pied","16,2","16,2",,,Narrow,Étroit,Neutral with EnergyRods stability,Neutre avec stabilité EnergyRods,"Lightweight racing shoe with EnergyRods and Lightstrike Pro foam, designed for 5K to 10K races and fast workouts","Chaussure de course légère avec EnergyRods et mousse Lightstrike Pro, conçue pour courses 5K à 10K et séances rapides",,,https://amzn.to/3KnhJld,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2933690-chaussures_adidas_adizero_takumi_sen_10_jaune_noir_homme?suggestion=1&search_term=Adizero%20Takumi%20Sen%2010,https://m.media-amazon.com/images/I/71gQwGZ63mL._AC_SX679_.jpg
Adidas,Adidas,2024,4DFWD 3,4DFWD 3,"Road, Daily running","Route, Course quotidienne","Responsive, Balanced","Équilibré, Réactif",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,9",10,"32,6",34,"22,7",24,348,345,2,2,2,2,"75,6","75,6",,,,,"32,6",34,"4D FWD midsole, Lightstrike","Semelle intermédiaire 4D FWD, Lightstrike",4,4,No rocker,Pas de rocker,"15,3","15,3",,,Narrow,Étroit,Neutral with 4D stability,Neutre avec stabilité 4D,"Innovative daily trainer with 4D FWD midsole technology, converts vertical pressure into forward motion","Chaussure quotidienne innovante avec technologie de semelle 4D FWD, convertit la pression verticale en mouvement vers l'avant",,,https://amzn.to/4pioLal,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2682991-chaussures_running_adidas_4dfwd_3_bleu_jaune_homme?suggestion=1&search_term=4DFWD%203,https://m.media-amazon.com/images/I/51al2VHoFHL._AC_SY575_.jpg
Adidas,Adidas,2023,Adizero Adios Pro 3,Adizero Adios Pro 3,"Road,Competition","Route,Compétition",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",8,"6,5","37,8","39,5","29,8",33,218,223,1,1,5,5,"77,8","77,8","95,5","95,5",,,"37,8","39,5",Lightstrike Pro (Dual-Layer),Lightstrike Pro (Dual-Layer),5,5,"Yes, aggressive carbon plate rocker","rocker Oui, rocker plaque carbone agressif","25,3","25,3",,,Medium,Moyen,Neutral,Neutre,"top-tier racing shoe designed for marathons, featuring a highly responsive and energetic ride. It combines a dual-layer Lightstrike Pro foam midsole with an aggressive Energy Rods 2.0 configuration for immense propulsion and a rigid, rockered geometry. The fit is secure and sock-like. Excellent for fast paces and race day","Chaussure de compétition haut de gamme conçue pour le marathon. Elle offre une foulée très réactive et dynamique, combinant une double couche de mousse Lightstrike Pro et des Energy Rods 2.0 pour une propulsion exceptionnelle et une géométrie rocker rigide. Le chaussant est sécurisé et ajusté. Excellente pour les allures rapides et les compétitions.",,,https://amzn.to/49z0Nm5,,,https://m.media-amazon.com/images/I/510yX4xGvRL._AC_SY575_.jpg
Adidas,Adidas,2023,Ultraboost Light,Ultraboost Light,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Heel,Talon,"11,9",10,"30,1",30,"18,2",20,305,299,3,3,3,3,"76,1","76,1","96,4","96,4",,,"30,1",30,Boost Light (TPU),Boost Light (TPU),4,4,No rocker,Pas de rocker,"18,6","18,6",,,Medium,Moyen,Neutral with stable platform,Neutre avec plateforme stable,"max-cushion daily trainer known for its exceptional comfort and durability. Features the updated Boost Light foam which is lighter and offers improved energy return compared to standard Boost. The fit is comfortable and accommodating, but the shoe is heavy. Best suited for easy and recovery runs","modèle quotidien à l'amorti max réputé pour son confort exceptionnel et sa durabilité. Intègre la mousse Boost Light mise à jour, plus légère et offrant un meilleur retour d'énergie. Le chaussant est confortable et accommodant, mais la chaussure est lourde. Convient surtout aux footings légers et de récupération.",,,https://amzn.to/4ps2eqS,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2712650-chaussures_de_running_adidas_performance_ultraboost_light_rouge_noir?suggestion=1&search_term=Ultraboost%20Light,https://m.media-amazon.com/images/I/71jEeHDqDIL._AC_SX575_.jpg
Altra,Altra,2024,Escalante 4,Escalante 4,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"1,4",0,"23,8",24,"22,4",24,237,269,2,2,1,1,"82,4","82,4",101,101,,,"23,8",24,EGO foam,EGO foam,3,3,No rocker,Pas de rocker,"8,2","8,2",,,Wide,Large,Neutral with FootShape toe box,Neutre avec boîte à orteils FootShape,"Zero-drop natural running shoe with FootShape toe box, flexible for natural foot movement","Chaussure de course naturelle zero-drop avec boîte à orteils FootShape, flexible pour mouvement naturel du pied",,,https://amzn.to/4imdh2T,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2823325-chaussures_running_altra_escalante_4_noir_homme?suggestion=1&search_term=Escalante%204,https://m.media-amazon.com/images/I/61vuiPyMy2L._AC_SY575_.jpg
Altra,Altra,2024,Rivera 4,Rivera 4,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"0,4",0,"28,4",28,28,28,235,283,4,4,3,3,"83,6","83,6","95,3","95,3",,,"28,4",28,midsole foam,midsole foam,4,4,No rocker,Pas de rocker,"18,7","18,7",,,Medium,Moyen,Neutral with FootShape toe box,Neutre avec boîte à orteils FootShape,"Zero-drop versatile trainer with responsive EGO MAX foam, suitable for daily runs and tempo workouts","Chaussure polyvalente zero-drop avec mousse EGO MAX réactive, adaptée pour sorties quotidiennes et séances de tempo",,,https://amzn.to/47YiNoG,,,https://m.media-amazon.com/images/I/61zNWoVaRNL._AC_SX575_.jpg
Altra,Altra,2024,Provision 8,Provision 8,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Mid/forefoot,Médio/avant-pied,"0,2",0,26,28,"25,8",28,273,289,2,2,3,3,"88,2","88,2",,,,,26,28,"Altra EGO, GuideRail","Altra EGO, GuideRail",3,3,No rocker,Pas de rocker,"22,7","22,7",,,Medium,Moyen,Stability with GuideRail,Stabilité avec GuideRail,"Zero-drop stability shoe with GuideRail system for overpronation control, balanced cushioning","Chaussure de stabilité zero-drop avec système GuideRail pour contrôle de la surpronation, amorti équilibré",,,https://amzn.to/4rgAyHm,,,https://m.media-amazon.com/images/I/61Hzfk-OcQL._AC_SY575_.jpg
Altra,Altra,2024,Lone Peak 8,Lone Peak 8,"Trail,Light,Moderate","Sentier,Léger,Modéré","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"1,4",0,"22,7",25,"21,3",25,288,303,2,2,2,2,"84,2","84,2","97,8","97,8",,,"22,7",25,Altra EGO,Altra EGO,3,3,No rocker,Pas de rocker,"21,3","21,3",,,Wide,Large,Neutral with trail outsole,Neutre avec semelle trail,"Zero-drop trail runner with aggressive traction, FootShape toe box, and balanced cushioning for versatile trail use","Chaussure de trail zero-drop avec adhérence agressive, boîte à orteils FootShape et amorti équilibré pour usage trail polyvalent",,,https://amzn.to/4imdzXx,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2823323-chaussures_trail_altra_lone_peak_8_violet_noir_femme?suggestion=1&search_term=Lone%20Peak%208,https://m.media-amazon.com/images/I/41WfAgYiZiL._AC_SX575_.jpg
Altra,Altra,2024,Olympus 6,Olympus 6,"Trail,Light,Moderate","Sentier,Léger,Modéré",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"0,7",0,"32,2",35,"31,5",35,357,354,3,3,4,4,"81,1","81,1","97,5","97,5",,,"32,2",35,CMEVA foam,CMEVA foam,3,3,"Yes,Subtle, late-stage rocker""","Oui, Rocker subtil, en fin de course","17,5","17,5",,,Medium,Moyen,Neutral with wide platform,Neutre avec plateforme large,"Max cushion zero-drop trail shoe with Vibram Megagrip outsole, ideal for long distances and technical terrain","Chaussure de trail zero-drop à amorti max avec semelle Vibram Megagrip, idéale pour longues distances et terrains techniques",,,https://amzn.to/4pssO3f,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2822442-chaussures_trail_altra_olympus_6_noir_homme?suggestion=1&search_term=Olympus%206,https://m.media-amazon.com/images/I/71Bh-vJej+L._AC_SY575_.jpg
Altra,Altra,2024,Superior 6,Superior 6,"Trail,Light,Moderate","Sentier,Léger,Modéré",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"0,1",0,"22,1","20,5",22,"20,5",272,258,2,2,3,3,"82,4","82,4","97,5","97,5",,,"22,1","20,5",Quantic foam,Quantic foam,2,2,No rocker,Pas de rocker,"17,7","17,7",,,Medium,Moyen,Neutral with ground feel,Neutre avec sensation de sol,"Minimal zero-drop trail shoe with removable StoneGuard, natural ground feel for technical trails","Chaussure de trail minimaliste zero-drop avec StoneGuard amovible, sensation de sol naturelle pour sentiers techniques",,,https://amzn.to/4oZPuZ3,,,https://m.media-amazon.com/images/I/51s2o-F-YzL._AC_SY575_.jpg
Altra,Altra,2024,Mont Blanc Carbon,Mont Blanc Carbon,"Trail,Moderate","Sentier,Modéré",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"0,3",0,"27,2",29,"26,9",29,251,264,2,2,2,2,"79,9","79,9","96,6","96,6",,,"27,2",29,"EGO MAX, Carbon Fiber Plate","EGO MAX, Plaque Fibre Carbone",5,5,No rocker,Pas de rocker,"22,9","22,9",,,Medium,Moyen,Neutral with carbon plate stability,stability Neutre avec stabilité plaque carbone,Zero-drop carbon plated trail racer with maximum cushioning and aggressive rocker for competitive trail running,"Chaussure de course trail zero-drop avec plaque carbone, amorti maximum et rocker agressif pour compétition trail",,,https://amzn.to/4psr4qP,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3084654-chaussures_trail_altra_mont_blanc_carbon_blanc_multicolore_homme?suggestion=1&search_term=Mont%20Blanc%20Carbon,https://m.media-amazon.com/images/I/71sZboTNZjL._AC_SX575_.jpg
Altra,Altra,2022,Escalante 3,Escalante 3,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"0,2",0,25,26,"24,8",26,269,219,1,1,2,2,,,,,,,25,26,EGO midsole foam,EGO midsole foam,,,No rocker,Pas de rocker,"25,7","25,7",,,Medium,Moyen,Neutral with stable platform,Neutre avec plateforme stable,"Very connected to the ground, breathable, durable outsole, soft heel counter, great for daily runs and tempo.","Sensation “naturelle” et proche du sol, très respirante, semelle durable, talon très souple, idéale pour entraînement quotidien et sessions rapides.",,,https://amzn.to/3LZTLNm,,,https://m.media-amazon.com/images/I/71kd7uDqvgL._AC_SX575_.jpg
